1999,CT,DISK,1,GREEN,1
1999,DE,OTHER,1,GREEN,1
1999,ID,LIGHT,1,BLUE,1
1999,LA,LIGHT,1,RED,1
1999,ME,SPHERE,1,RED,1
1999,NH,CIRCLE,1,BLUE,1
1999,OK,RECTANGLE,1,YELLOW,1
1999,SC,DISK,1,BLUE,1
1999,SD,LIGHT,1,YELLOW,1
1999,WV,DISK,1,RED GREEN,1
1999,WY,TRIANGLE,1,RED ORANGE,1
2000,AR,OTHER,1,RED ORANGE,1
2000,CT,DISK,1,RED,1
2000,HI,FIREBALL,1,ORANGE BLUE,1
2000,IA,LIGHT,1,RED,1
2000,MT,DISK,1,BLUE,1
2000,ND,SPHERE,1,RED,1
2000,OK,CIRCLE,1,BLUE,1
2000,SC,LIGHT,1,RED BLUE,1
2000,WV,FLASH,1,RED YELLOW,1
